industry2_name,industry2_code,Unnamed: 0,symbol,net_profit_cagr,ps,type,percent,has_follow,tick_size,pb_ttm,float_shares,current,amplitude,pcf,current_year_percent,float_market_capital,market_capital,dividend_yield,lot_size,roe_ttm,total_percent,percent5m,income_cagr,amount,chg,issue_date_ts,main_net_inflows,volume,volume_ratio,pb,followers,turnover_rate,first_percent,name,pe_ttm,total_shares
高低压设备,S6304,24,SZ002879,7.743101581171619,3.0507,11,-0.46,False,0.01,1.9032,128326721,15.02,0.99,33.0764,1.58,1927467349,2900476753,1.531,100,10.63889638275757,-7.34,0.0,12.86040762145877,6793542.66,-0.07,1499356800000,1505526.0,451645.0,1.03,1.852,5669.0,0.35,44.01,长缆科技,17.971,193107640
高低压设备,S6304,25,SH600577,18.46387436300754,0.9102,11,-0.46,False,0.01,3.3518,1948715144,6.46,5.55,61.3233,108.82,12588699830,12588699830,1.068,100,12.36324677851388,572.36,-0.15,17.28304948402208,398610448.0,-0.03,1031673600000,-8764822.0,61281654.0,0.56,3.279,26666.0,3.14,116.87,精达股份,26.952,1948715144
高低压设备,S6304,26,SZ002276,-3.360709706367026,0.666,11,-0.6000000000000001,False,0.01,1.5807,1035229098,6.65,2.69,24.2402,-15.69,6884273502,6886002502,0.526,100,6.525264031137561,12.47,0.15,24.16323713164095,84825027.59,-0.04,1247155200000,-4298810.0,12609905.0,0.63,1.568,46983.0,1.22,125.48,万马股份,25.275,1035489098
高低压设备,S6304,27,SZ002692,,0.6862,11,-0.71,False,0.01,2.1151,678912300,2.81,1.06,,4.07,1907743563,2017990260,0.0,100,-9.10369552421272,-23.68,0.0,19.27914833226174,2970980.0,-0.02,1344355200000,25447.0,1058000.0,0.51,2.113,6795.0,0.16,1.27,ST远程,,718146000
高低压设备,S6304,28,SH601179,5.868037786112734,1.2366,11,-0.74,False,0.01,1.0427,5125882352,4.02,1.23,,-12.14,20606047055,20606047055,0.746,100,1.50371519769569,-43.19,0.0,13.48701158112722,62126918.0,-0.03,1264608000000,-14394019.0,15446619.0,0.78,1.033,150933.0,0.3,-1.39,中国西电,68.91,5125882352
高低压设备,S6304,29,SZ300670,7.351795666953609,4.0172,11,-0.8200000000000001,False,0.01,2.4965,298887142,7.22,2.61,13.3271,-12.14,2157965165,2280729258,0.8310000000000001,100,7.183267924968286,50.74,0.14,39.48680414852082,19201557.0,-0.06,1499011200000,-2332002.0,2661400.0,0.49,2.464,6058.0,0.89,44.01,大烨智能,35.558,315890479
高低压设备,S6304,30,SZ002451,,5.0563,11,-0.92,False,0.01,3.9977,438849126,6.44,1.85,,-9.17,2826188371,2828448000,0.0,100,2.789823086196599,23.23,0.16,27.9472101833772,21451769.0,-0.06,1279555200000,-882108.0,3325000.0,0.87,4.0,18917.0,0.76,65.2,摩恩电气,145.295,439200000
高低压设备,S6304,31,SH601700,125.5229871381284,1.8438,11,-0.9500000000000001,False,0.01,1.8863,1133232000,4.19,1.65,,-10.13,4748242080,4748242080,2.387,100,9.035849800445815,-86.02,-0.24,7.227203334440668,14568020.0,-0.04,1295280000000,-2368291.0,3452000.0,0.89,1.806,20869.0,0.3,-14.4,风范股份,20.687,1133232000
高低压设备,S6304,32,SH600885,24.49403484131314,5.1467,11,-0.97,False,0.01,8.5857,744761552,60.53,3.98,78.7862,12.36,45080416743,45080416743,0.562,100,17.41914104838266,3263.53,0.05,23.39415700384912,386081290.0,-0.59,823449600000,-2289304.0,6355332.0,0.89,8.191,48347.0,0.85,97.0,宏发股份,48.963,744761552
高低压设备,S6304,33,SZ002882,73.83001556732702,1.1007,11,-1.01,False,0.01,1.9267,246525000,8.84,3.25,,-3.6,2179281000,3826836000,3.394,100,11.65675421692596,25.06,0.0,17.90866172097092,8063741.0,-0.09,1500220800000,172419.0,907200.0,0.8200000000000001,1.926,4275.0,0.37,44.03,金龙羽,17.068,432900000
高低压设备,S6304,34,SZ000533,,1.2816,11,-1.02,False,0.01,2.8745,684902400,2.91,1.36,34.9718,-4.28,1993065984,2010274560,0.0,100,13.50468370010354,-26.92,0.34,-40.46903872662379,10378160.0,-0.03,757526400000,-59073.0,3563100.0,0.64,2.881,21291.0,0.52,98.56,顺钠股份,22.691,690816000
高低压设备,S6304,35,SZ002112,88.5254213973438,1.334,11,-1.12,False,0.01,3.5075,198802893,7.08,1.12,,-13.45,1407524482,1427328000,0.0,100,8.137711493496084,-1.35,-0.14,40.06312127451004,8560560.0,-0.08,1170864000000,-287166.0,1202000.0,0.67,3.505,13409.0,0.6000000000000001,79.49,三变科技,44.526,201600000
高低压设备,S6304,36,SH603530,-20.43255521333289,10.4438,11,-1.17,False,0.01,6.5995,40044490,17.72,3.51,73.291,-22.15,709588363,7088788363,0.734,100,10.93618922107753,110.5,0.06,5.356695727434735,18881619.0,-0.21,1564934400000,-1116616.0,1060464.0,0.85,6.284,5857.0,2.65,43.94,神马电力,58.361,400044490
高低压设备,S6304,37,SH600312,,0.8204,11,-1.19,False,0.01,0.8708,1356921309,5.81,2.72,5.3599,-18.63,7883712805,7883712805,0.482,100,0.7250087335185641,102.68,-0.51,-8.11823760469672,30831949.0,-0.07,982684800000,-7951435.0,5274100.0,0.78,0.871,92454.0,0.39,56.22,平高电气,119.925,1356921309
高低压设备,S6304,38,SH600973,59.49981983830512,0.1534,11,-1.2,False,0.01,1.2224,1251963263,4.1,1.93,,-4.65,5133049378,5622601617,1.171,100,6.15873135697028,302.91,0.24,13.8225601424053,23040541.0,-0.05,1091376000000,-5096888.0,5603388.0,0.66,1.206,11445.0,0.45,17.95,宝胜股份,20.783,1371366248
高低压设备,S6304,39,SH603829,83.85678724344676,1.6597,11,-1.4,False,0.01,2.2782,72400000,10.59,2.14,,-3.46,766716000,1694400000,0.9440000000000001,100,10.33467160979349,4.4,-0.09,59.10335871950541,6844684.0,-0.15,1508169600000,-549471.0,643700.0,0.99,2.277,3010.0,0.89,43.98,洛凯股份,22.938,160000000
高低压设备,S6304,40,SZ002300,138.2206098110159,0.4228,11,-1.4,False,0.01,2.2756,656616552,5.65,1.75,16.3132,-13.61,3709883519,3710168550,2.124,100,13.40688003567755,14.05,0.0,37.67706213464097,11670501.39,-0.08,1256054400000,-804095.0,2055219.0,0.96,2.278,14391.0,0.31,83.41,太阳电缆,17.835,656667000
高低压设备,S6304,41,SZ002471,-60.98170166671144,0.6371,11,-1.41,False,0.01,2.5425,1265088531,2.79,2.47,26.5574,1.82,3529597001,3537720000,0.0,100,4.515379013804426,-35.57,-0.36,-6.045449328553309,27798764.78,-0.04,1284048000000,697414.0,9931001.0,0.93,2.536,18383.0,0.79,121.62,中超控股,57.114,1268000000
高低压设备,S6304,42,SH603333,,1.3209,11,-1.42,False,0.01,1.9405,516765682,5.55,2.13,18.7277,-3.98,2868049535,2885472750,0.0,100,2.294888134091838,-25.73,0.18,31.18280488906309,14459851.0,-0.08,1336320000000,492428.0,2589500.0,1.01,1.941,9887.0,0.5,25.48,尚纬股份,85.711,519905000
高低压设备,S6304,43,SZ002953,33.2536416645933,1.7509,11,-1.47,False,0.01,3.4176,73779226,14.72,2.41,,7.24,1086030207,3582559179,0.582,100,12.11900108353899,65.98,-0.2,40.17844165881559,16067740.2,-0.22,1557331200000,-573915.0,1087460.0,0.65,3.353,5771.0,1.47,44.01,日丰股份,27.812,243380379
高低压设备,S6304,44,SZ300477,70.85803474825812,4.4258,11,-1.72,False,0.01,3.2768,603004008,6.85,5.88,22.8652,10.48,4130577455,7416277218,0.0,100,-42.45381968934249,247.26,0.15,40.83440305692152,242812398.82,-0.12,1433865600000,-1629164.0,35362640.0,0.87,3.278,18035.0,5.86,44.02,合纵科技,,1082668207
高低压设备,S6304,45,SZ000585,50.71847675121828,18.0434,11,-1.75,False,0.01,,609420978,1.68,2.92,,0.6000000000000001,1023827243,1467261600,0.0,100,-51.78986824169834,-64.26,0.0,39.57435743905437,7463023.0,-0.03,818784000000,-993868.0,4417900.0,0.8300000000000001,,13722.0,0.72,14.04,*ST东电,22.64,873370000
高低压设备,S6304,46,SH605277,31.86976112082822,2.3942,11,-1.78,False,0.01,2.6757,33360000,20.95,2.06,,25.4,698892000,2795568000,1.432,100,,-12.92,-0.1,31.0478622374257,19543133.0,-0.38,1609862400000,-13839.0,927155.0,0.88,2.655,3014.0,2.78,44.01,新亚电子,20.289,133440000
高低压设备,S6304,47,SZ002028,115.9708189348941,2.7888,11,-1.84,False,0.01,3.4812,590070211,30.4,3.55,27.2629,52.64,17938134414,23201759773,0.658,100,18.84249260047868,2421.98,-0.1,47.5647025593513,356731588.19,-0.5700000000000001,1091635200000,5450119.0,11589303.0,0.91,3.404,41599.0,1.96,52.22,思源电气,20.614,763215782
高低压设备,S6304,48,SZ002606,,2.9981,11,-2.05,False,0.01,2.4493,406658538,7.16,3.42,43.12,-11.41,2911675132,3147065015,0.348,100,15.5362528766072,7.92,0.0,42.711711674647,45963893.0,-0.15,1312473600000,-6336335.0,6358440.0,1.2,2.427,19344.0,1.56,68.65,大连电瓷,18.182,439534220
高低压设备,S6304,49,SZ002270,-24.56266802991484,2.4527,11,-2.08,False,0.01,1.3611,759224768,4.71,2.08,8.6222,-11.94,3575948657,3576016302,1.635,100,5.979709367816327,-12.6,-0.21,18.31607926682743,21223626.69,-0.1,1220544000000,-1925679.0,4473753.0,0.86,1.35,16668.0,0.59,41.84,华明装备,22.856,759239130
高低压设备,S6304,50,SH600869,172.7140949362242,0.4905,11,-2.11,False,0.01,3.1261,2219352746,4.65,3.79,6.0476,16.54,10319990269,10319990269,0.0,100,-36.99799180920838,485.64,-0.43,18.94011792021513,79512221.0,-0.1,792000000000,-6315895.0,16940552.0,0.67,3.121,26092.0,0.76,0.0,远东股份,,2219352746
高低压设备,S6304,51,SH600468,50.49538017903059,1.9738,11,-2.17,False,0.01,2.4708,1121895038,4.05,3.14,34.1685,-8.16,4543674904,4543674904,0.765,100,6.6921853574278,91.33,-0.25,26.55708022683076,22242045.0,-0.09,992534400000,-4211219.0,5450970.0,1.02,2.47,9275.0,0.49,340.15,百利电气,38.361,1121895038
高低压设备,S6304,52,SZ300447,,5.6445,11,-2.36,False,0.01,3.6794,173906443,16.14,4.66,,8.47,2806849990,4697857776,0.0,100,13.99563664054544,224.77,0.81,34.93094649951762,117110246.17,-0.39,1429632000000,-5018364.0,7211663.0,0.63,3.677,8897.0,4.15,44.0,全信股份,28.231,291069255
高低压设备,S6304,53,SZ300215,,7.9344,11,-2.36,False,0.01,3.5794,560166162,8.26,3.55,11.5769,16.76,4626972498,6263743743,1.453,100,7.798006825088337,-89.67,0.0,23.63290413580199,54619316.0,-0.2,1305043200000,177071.0,6560940.0,0.74,3.399,16358.0,1.17,6.58,电科院,41.13,758322487
高低压设备,S6304,54,SZ300265,140.3511144434289,2.1376,11,-2.39,False,0.01,2.54,364100505,9.0,3.8,150.7462,-16.26,3276904545,3284594478,0.222,100,5.948626938562493,30.53,-0.22,6.536511919160781,51886061.0,-0.22,1316102400000,-3691277.0,5728300.0,0.64,2.528,27776.0,1.57,27.12,通光线缆,46.567,364954942
高低压设备,S6304,55,SH600192,282.7067725271005,0.9446,11,-2.4,False,0.01,1.0957,441748000,4.48,3.27,,-14.01,1979031040,1979031040,0.0,100,-10.83606130634411,-12.25,0.9,7.617068669893667,44467167.0,-0.11,914428800000,-2462203.0,9927001.0,0.53,1.095,10747.0,2.25,0.0,长城电工,,441748000
高低压设备,S6304,56,SZ300510,,5.709,11,-2.51,False,0.01,1.8486,822226755,5.83,3.85,68.9837,14.09,4793581982,4830877110,0.0,100,2.630897683755802,123.41,0.0,-11.8280287007223,57582003.96,-0.15,1462464000000,-4723432.0,9833693.0,0.81,1.851,13833.0,1.2,43.98,金冠股份,66.307,828623861
高低压设备,S6304,57,SZ300932,21.69717167066307,2.8595,11,-2.69,False,0.01,2.5897,29876414,32.15,4.03,,31.6,960526710,4038988843,1.089,100,,-37.52,-0.09,25.37814440721502,43686302.56,-0.89,1611244800000,-2182564.0,1337700.0,0.6900000000000001,2.52,2492.0,4.48,117.74,三友联众,27.428,125629513
高低压设备,S6304,58,SH603016,-4.10098932864148,8.3415,11,-2.72,False,0.01,5.4113,148160000,27.18,4.19,95.2825,18.39,4026988800,4026988800,1.987,100,7.253322744635714,143.85,0.07,16.43974752123707,46105443.0,-0.76,1467302400000,-552698.0,1670375.0,0.67,4.888,7483.0,1.13,44.05,新宏泰,66.574,148160000
高低压设备,S6304,59,SZ300617,53.82667120309969,9.1524,11,-2.84,False,0.01,6.8346,64683305,48.86,5.45,573.6635,-0.59,3160426282,6319728540,1.023,100,18.61963178944757,246.02,-0.04,77.77341013199192,91572053.46,-1.43,1488211200000,-9024919.0,1857072.0,1.28,6.834,7238.0,2.87,44.01,安靠智电,39.274,129343605
高低压设备,S6304,60,SZ002927,13.13319870599356,2.7564,11,-2.96,False,0.01,2.8163,222358240,10.5,3.79,1153.5904,-12.64,2334761520,2348468850,1.143,100,10.30291512791911,44.63,-0.38,56.51890152648902,21256766.94,-0.32,1519315200000,-1384416.0,2002692.0,1.14,2.727,10234.0,0.9,43.98,泰永长征,27.161,223663700
高低压设备,S6304,61,SZ002622,,34.3833,11,-3.09,False,0.01,4.8723,839976500,5.01,5.42,66.5106,71.58,4208282265,4208400000,0.0,100,-27.80961201744689,14.73,-0.6000000000000001,-19.34806752055205,329218749.0,-0.16,1318867200000,-22144741.0,64396400.0,0.64,4.864,23764.0,7.67,30.6,融钰集团,,840000000
高低压设备,S6304,62,SZ300001,,3.8375,11,-3.27,False,0.01,5.4018,944723457,29.6,6.83,206.9218,1.01,27963814327,30805037105,0.169,100,5.763185966066789,388.65,0.17,30.58710099884676,768519168.02,-1.0,1256832000000,-14224287.84,25530099.0,0.63,5.353,65543.0,2.7,84.87,特锐德,117.961,1040710713
高低压设备,S6304,63,SZ002560,,1.6113,11,-3.33,False,0.01,1.3714,360402334,6.1,3.96,19.7383,-29.23,2198454237,3212817967,1.382,100,4.218414174787184,-14.52,0.49,-2.365873293925657,161996227.0,-0.21,1299081600000,-9731855.0,26302700.0,1.64,1.371,15105.0,7.3,12.67,通达股份,37.741,526691470
高低压设备,S6304,64,SZ300423,1.468556025671041,1.3328,11,-3.52,False,0.01,1.3498,310949005,10.96,4.58,6.042,-12.32,3408001095,5462729122,0.9580000000000001,100,14.76950281952367,171.19,0.09,4.998271122385489,44787416.1,-0.4,1424102400000,-2974766.0,4020606.0,0.9400000000000001,1.333,7845.0,1.29,43.98,昇辉科技,9.684,498424190
高低压设备,S6304,65,SH601877,-14.05145467937407,2.0311,11,-3.56,False,0.01,2.324,2149973551,32.52,5.04,14.2248,-16.96,69917139879,69917139879,1.538,100,22.89125514668565,129.94,-0.46,13.49303821057148,642859610.0,-1.2,1264003200000,-18167292.0,19405018.0,0.74,2.325,80705.0,0.9,20.23,正泰电器,11.265,2149973551
高低压设备,S6304,66,SZ002346,,11.9672,11,-3.92,False,0.01,3.8027,394632807,17.4,6.29,38.5048,90.41,6866610842,7683412238,1.149,100,10.82057784710701,79.95,-0.34,15.32214250074251,287129242.52,-0.71,1264608000000,-13509941.0,16248002.0,0.64,3.64,,4.12,7.54,柘中股份,34.657,441575416
高低压设备,S6304,67,SH603618,,0.7139,11,-4.22,False,0.01,1.6551,691042044,6.36,5.12,12.2522,13.67,4395027400,4395027400,0.9430000000000001,100,5.274213278255625,20.23,0.47,21.59396726673013,78434034.0,-0.28,1424102400000,-5139986.0,12189237.0,1.27,1.631,16867.0,1.76,44.03,杭电股份,30.95,691042044
高低压设备,S6304,68,SH600517,286.1307279972839,4.5627,11,-5.95,False,0.01,2.2703,1899639925,6.8,3.6,,12.96,12917551490,38885363059,0.912,100,7.349397440341702,1075.86,0.0,33.26539576503289,477739943.0,-0.43,1065715200000,-44835760.0,69645972.0,0.99,2.222,31647.0,3.67,102.06,国网英大,33.42,5718435744
高低压设备,S6304,69,SZ300283,,1.3715,11,-6.16,False,0.01,3.6084,298614485,6.4,9.53,,14.08,1911132704,2797345472,0.313,100,7.77495827768314,51.74,0.31,47.24073987998072,534704396.37,-0.42,1326124800000,-6829266.0,80846770.0,2.06,3.616,5698.0,27.07,40.55,温州宏丰,52.085,437085230
高低压设备,S6304,70,SZ301012,11.99075292452494,6.3738,11,-10.12,False,0.01,5.7343,19912152,35.6,7.42,188.6492,342.24,708872611,2990400000,,100,,-11.4,0.39,5.379368325053191,281809347.59,-4.01,1624291200000,-11548754.0,7709379.0,0.6900000000000001,5.733,1512.0,38.72,506.83,扬电科技,57.895,84000000
高低压设备,S6304,71,SZ300069,,13.1463,11,-13.69,False,0.01,7.1137,117000000,18.73,22.4,,22.42,2191410000,2191410000,0.0,100,-15.3663113903766,5.9,-0.32,37.03303174623107,118148689.19,-2.97,1271779200000,732940.0,6002537.0,2.98,7.122,5385.0,5.13,47.11,金利华电,,117000000
化学原料,S2202,0,SH603938,53.37117413905727,5.932700000000001,11,10.0,False,0.01,4.9573,195216580,32.23,11.88,52.0583,93.95,6291830373,6291830373,0.191,100,11.27688764104547,209.3,0.0,3.946991131876709,159027483.0,2.93,1498579200000,21579091.0,5067983.0,1.21,4.913,8745.0,2.6,43.98,三孚股份,45.685,195216580
化学原料,S2202,1,SH600328,38.27421575405388,1.3061,11,6.35,False,0.01,2.0381,559611620,13.9,7.57,7.0802,112.33,7778601518,13311537829,2.662,100,12.23996657198193,147.45,0.14,6.456827275262156,856932031.0,0.8300000000000001,977414400000,48537917.0,62261841.0,1.36,1.972,22942.0,11.13,110.53,中盐化工,17.803,957664592
化学原料,S2202,2,SH600319,,67.3854,11,4.95,False,0.01,56.7271,315594000,5.72,5.69,,10.21,1805197680,1805197680,0.0,100,-56.66821385366663,-50.16,0.0,-95.55773845906562,16465180.0,0.27,985536000000,1261619.0,2911489.0,1.13,57.2,10295.0,0.92,79.13,*ST亚星,,315594000
化学原料,S2202,3,SZ002125,10.61871022834189,3.6703,11,4.44,False,0.01,2.8317,593249830,7.99,6.41,1366.3416,0.78,4740066142,5029558887,0.25,100,2.633602262740179,77.9,0.0,23.82880381881878,443534591.42,0.34,1175529600000,48991263.55,56394340.0,2.99,2.813,21337.0,9.51,232.31,湘潭电化,127.618,629481713
化学原料,S2202,4,SZ000422,,0.5389,11,3.52,False,0.01,14.7054,897812984,8.83,12.43,7.5651,175.94,7927688649,7928163067,0.0,100,186.8607434709964,813.51,0.46,13.0716146578199,853468691.83,0.3,840038400000,-11148313.0,96362124.0,1.69,14.717,17778.0,10.73,130.51,湖北宜化,15.327,897866712
化学原料,S2202,5,SH601678,113.748537164764,2.0283,11,3.3,False,0.01,1.8738,1928924037,7.51,5.78,7.7808,45.18,14486219518,14486219518,1.332,100,13.32488855203633,-60.89,0.0,12.21921341546677,588608298.0,0.24,1266854400000,45917765.0,78363536.0,1.84,1.64,21798.0,4.06,16.53,滨化股份,15.015,1928924037
化学原料,S2202,6,SZ300655,102.4098067121929,8.343,11,2.36,False,0.01,7.7379,286174675,30.79,8.74,171.0272,63.15,8811318243,10459136509,0.541,100,8.321622937209936,1057.87,0.29,43.64052717071725,656005374.49,0.71,1495468800000,4612154.0,21843174.0,0.8300000000000001,7.875,34869.0,7.63,43.93,晶瑞股份,109.263,339692644
化学原料,S2202,7,SZ000822,10.79617197877825,1.6865,11,2.33,False,0.01,2.1538,895091926,7.48,6.57,,88.89,6695287606,6695287606,0.0,100,-5.161805743242345,124.79,0.4,-2.397137337137644,217413472.08,0.17,899395200000,6889448.0,28811911.0,0.81,2.156,23836.0,3.22,0.0,山东海化,,895091926
化学原料,S2202,8,SH603077,,3.1175,11,1.96,False,0.01,1.6363,8831250228,2.08,3.43,21.4122,46.48,18369000474,18369000474,0.0,100,2.879521030578864,81.14,0.0,12.28378899536482,465360280.0,0.04,1343664000000,96605687.0,224244047.0,1.31,1.638,22293.0,2.54,-6.17,和邦生物,56.858,8831250228
化学原料,S2202,9,SH600367,,1.7354,11,1.48,False,0.01,1.8877,291200000,8.93,4.2,44.8601,23.46,2600416000,2619392250,0.224,100,5.758862077288665,7.77,-0.22,9.743813071895847,106004858.0,0.13,985017600000,-1086341.0,11745952.0,1.38,1.892,17921.0,4.03,199.45,红星发展,33.369,293325000
化学原料,S2202,10,SZ002648,222.8403688962819,5.1236,11,1.39,False,0.01,4.5811,1713464649,37.96,5.24,,104.22,65043118076,65293001164,0.32,100,20.08885441865777,553.12,0.21,33.03880416121192,640871375.16,0.52,1325001600000,21916364.0,16745903.0,1.3,4.514,34105.0,0.98,-10.88,卫星石化,27.35,1720047449
化学原料,S2202,11,SH603299,-21.67037254065388,1.4314,11,1.2,False,0.01,1.435,559440000,7.59,3.2,9.4191,7.2,4246149600,5877542287,0.764,100,3.118284340678237,48.78,0.0,0.208238189012899,54688879.0,0.09,1451491200000,-1233366.0,7221000.0,1.09,1.435,40932.0,1.29,43.9,苏盐井神,46.32,774379748
化学原料,S2202,12,SH603928,-19.97471854744638,1.3376,11,1.13,False,0.01,1.5681,201600000,10.78,3.94,25.3816,-3.95,2173248000,2173248000,1.391,100,7.990478649387573,-4.53,2.86,16.7090574381455,9849555.0,0.12,1481472000000,-933026.0,925800.0,1.56,1.536,4109.0,0.46,43.97,兴业股份,19.691,201600000
化学原料,S2202,13,SZ002092,16.3727242009067,0.2434,11,0.6900000000000001,False,0.01,1.1254,2146381423,10.27,2.94,2.8404,67.16,22043337214,22044037371,0.097,100,4.409530547575525,-2.47,0.0,18.91483720175382,561747137.71,0.07,1165507200000,29120744.0,54742110.0,0.96,1.124,71126.0,2.55,104.85,中泰化学,25.945,2146449598
化学原料,S2202,14,SZ000683,,1.9489,11,0.44,False,0.01,1.5759,3328221973,4.53,2.88,8.607,109.72,15076845538,16640558897,0.0,100,4.352808760697218,190.31,0.0,11.36756088605768,460869862.43,0.02,854640000000,5554757.0,102100616.0,0.7000000000000001,1.606,30524.0,3.07,128.18,远兴能源,36.89,3673412560
化学原料,S2202,15,SH600714,,11.9947,11,0.39,False,0.01,3.5673,288176273,7.72,2.08,531.2002,42.7,2224720828,2224720828,0.0,100,1.514270332557307,95.09,-0.13,22.26507212491118,31952417.0,0.03,833990400000,673832.0,4139293.0,0.58,3.574,13995.0,1.44,103.92,金瑞矿业,237.623,288176273
化学原料,S2202,16,SH900908,31.20390616372797,0.7683,11,0.0,False,0.001,0.7403000000000001,406560000,0.544,0.92,6.4263,20.62,221168640,629081587,0.0,100,16.90068740585329,-86.95,-0.18,-2.817546748970223,371339.0,0.0,714240000000,-54353.0,680383.0,0.86,0.745,1314.0,0.17,0.25,氯碱B股,4.704,1156399976
化学原料,S2202,17,SZ300409,32.5189078266487,3.1759,11,-0.62,False,0.01,3.4185,325969121,22.46,5.75,32.5217,50.98,7321266458,12470890653,0.223,100,3.956888892566972,507.11,0.54,29.84767565901425,846429130.63,-0.14,1417536000000,3292443.0,38180725.0,1.12,3.393,31386.0,11.71,43.99,道氏技术,101.323,555248916
化学原料,S2202,18,SH601568,15.21406114795403,2.9666,11,-0.7000000000000001,False,0.01,2.5533,361111112,8.56,0.93,11.8154,-4.21,3091111119,30911111119,2.921,100,,-27.84,0.12,9.403515615668212,26784895.0,-0.06,1603123200000,-1696283.0,3123800.0,0.7000000000000001,2.378,5853.0,0.87,38.74,北元集团,16.637,3611111112
化学原料,S2202,19,SH600091,102.3968547259424,73.1086,11,-0.71,False,0.01,1.3843,437412524,2.79,2.14,,55.0,1220380942,1220380942,0.0,100,-3.584900435819372,-12.17,-0.36,-40.28473241343464,3968305.0,-0.02,867945600000,-830118.0,1415646.0,0.5,1.381,6504.0,0.32,0.0,*ST明科,,437412524
化学原料,S2202,20,SH603067,9.853668032881702,2.1327,11,-0.8,False,0.01,1.9426,431200000,7.42,2.41,,14.02,3199504000,3702848352,1.24,100,9.63191338428793,74.13,0.27,42.53629813710879,36048559.0,-0.06,1473696000000,-403560.0,4835976.0,0.68,1.932,8504.0,1.12,44.05,振华股份,23.421,499036166
化学原料,S2202,21,SZ003017,16.03691800510119,3.2269,11,-1.0,False,0.01,2.4489,15000000,38.67,1.2,19.8938,-24.13,580050000,2320200000,1.552,100,,13.41,-0.21,14.68679755270104,12934424.0,-0.39,1603641600000,-1598151.0,333000.0,1.18,2.359,2000.0,2.22,43.99,大洋生物,24.184,60000000
化学原料,S2202,22,SZ000635,,1.4367,11,-1.09,False,0.01,1.2088,303087602,10.85,2.92,12.2539,41.47,3288500482,3288500482,1.29,100,5.642753384235306,208.62,-0.09,32.77193911867575,60553019.75,-0.12,848419200000,-1145966.0,5526975.0,0.8,1.19,18307.0,1.82,227.78,英力特,21.519,303087602
化学原料,S2202,23,SZ002053,-8.877669727897608,2.9772,11,-1.13,False,0.01,1.4034,558329336,7.85,3.27,13.0122,5.51,4382885288,5973681743,0.0,100,4.907708707871452,16.65,-0.25,3.772477251505046,32497829.92,-0.09,1151337600000,1092217.0,4089094.0,0.68,1.404,16915.0,0.73,75.48,云南能投,29.089,760978566
化学原料,S2202,24,SH600277,-5.17028761463858,0.6985,11,-1.18,False,0.01,0.5817,2738940149,3.36,2.35,4.0302,12.37,9202838901,9202838901,1.696,100,3.49862921413048,-22.32,0.6000000000000001,-6.564704917948728,88904023.0,-0.04,964454400000,-8717262.0,26453185.0,0.64,0.581,17769.0,0.97,101.58,亿利洁能,16.789,2738940149
化学原料,S2202,25,SZ000707,,0.9405,11,-1.51,False,0.01,,464144265,3.91,10.08,7.8733,72.25,1814804076,1814809941,0.0,100,299.5550077438957,-43.45,1.03,-12.96546754310049,122122827.75,-0.06,861033600000,-32568145.0,30826266.0,3.77,,8968.0,6.64,194.74,*ST双环,,464145765
化学原料,S2202,26,SZ000818,0.660662916584553,5.0703,11,-1.71,False,0.01,6.5463,677215150,28.78,4.88,68.2084,37.77,19490252017,19645630920,0.452,100,11.95029547700685,578.61,0.03,9.128098362613812,459562019.98,-0.5,877017600000,9174500.0,15672865.0,0.79,6.353,31276.0,2.31,0.0,航锦科技,56.012,682614000
化学原料,S2202,27,SZ000510,16.46841365455383,1.1603,11,-1.89,False,0.01,2.5105,563185757,4.66,2.32,20.1542,-0.21,2624445628,2838789304,0.0,100,10.09064704777469,199.85,0.22,17.16758467796082,42780641.75,-0.09,736704000000,-5314535.0,9131325.0,0.68,2.505,18640.0,1.62,1620.0,新金路,26.122,609182254
化学原料,S2202,28,SH600618,31.20390616372797,1.949,11,-2.09,False,0.01,1.8778,749839976,8.91,2.97,16.3015,21.89,6681074186,10303523786,0.617,100,16.90068740585329,-58.01,-0.11,-2.817546748970223,78870973.0,-0.19,721584000000,-3301567.0,8754501.0,0.9400000000000001,1.88,13638.0,1.17,0.74,氯碱化工,11.924,1156399976
化学原料,S2202,29,SH600409,,1.0698,11,-2.14,False,0.01,1.7681,2064349448,10.05,4.87,8.8725,0.45,20746711952,20746711952,2.438,100,13.084978620598,736.04,0.0,7.279551983118582,461571862.0,-0.22,1055865600000,-22018645.0,45289022.0,0.9500000000000001,1.695,46414.0,2.19,40.5,三友化工,13.614,2064349448
化学原料,S2202,30,SH600075,209.6952884683426,1.0204,11,-2.32,False,0.01,1.4171,1032522351,7.16,2.59,7.6984,28.44,7392860033,10165250597,1.397,100,21.33686994297142,373.73,-0.14,44.78223843586244,138821770.0,-0.17,866476800000,-10110986.0,19229850.0,1.24,1.39,29263.0,1.86,0.0,新疆天业,7.677,1419727737
化学原料,S2202,31,SZ300927,14.79236585491319,4.7994,11,-2.49,False,0.01,4.4651,19015138,30.18,2.2,76.0879,126.97,573876865,2420436000,0.6960000000000001,100,,-33.44,-0.1,5.343107560512661,46713103.65,-0.77,1609948800000,-1038915.0,1539141.0,0.9,4.33,2462.0,8.09,207.92,江天化学,37.913,80200000
